card_id,bank_customer_id,card_type,card_limit,available_limit,statement_date,due_date,card_provider,bank_id
ziraat_CARD_CUST_0326_2,ziraat_193,Kredi,61755.33,7159.83,2025-07-10,2025-07-11,Platinum,ziraat
ziraat_CARD_CUST_0330_1,ziraat_195,Kredi,49479.98,56268.08,2025-07-13,2025-07-24,Business,ziraat
ziraat_CARD_CUST_0330_2,ziraat_195,Banka,63137.27,49985.63,2025-07-03,2025-07-22,Classic,ziraat
ziraat_CARD_CUST_0331_1,ziraat_196,Banka,70014.2,6060.63,2025-07-05,2025-07-08,Platinum,ziraat
ziraat_CARD_CUST_0332_2,ziraat_197,Banka,28984.55,21082.04,2025-07-15,2025-07-10,Business,ziraat
ziraat_CARD_CUST_0333_1,ziraat_198,Banka,25921.62,2975.25,2025-07-12,2025-07-22,Platinum,ziraat
ziraat_CARD_CUST_0333_2,ziraat_198,Kredi,43907.68,28036.91,2025-07-16,2025-07-18,Classic,ziraat
ziraat_CARD_CUST_0333_3,ziraat_198,Kredi,12706.21,10552.78,2025-07-14,2025-08-04,Black,ziraat
ziraat_CARD_CUST_0335_3,ziraat_199,Kredi,24317.74,47165.06,2025-07-14,2025-07-25,Gold,ziraat
ziraat_CARD_CUST_0339_2,ziraat_201,Banka,30105.9,15633.81,2025-07-14,2025-07-19,Platinum,ziraat
ziraat_CARD_CUST_0339_4,ziraat_201,Banka,20332.64,28575.63,2025-07-02,2025-07-31,Platinum,ziraat
ziraat_CARD_CUST_0347_2,ziraat_205,Kredi,77875.06,45247.68,2025-07-11,2025-07-18,Business,ziraat
ziraat_CARD_CUST_0348_2,ziraat_206,Banka,20311.54,14846.83,2025-07-18,2025-07-23,Platinum,ziraat
ziraat_CARD_CUST_0349_1,ziraat_207,Kredi,60086.1,25767.44,2025-07-02,2025-07-07,Black,ziraat
ziraat_CARD_CUST_0349_2,ziraat_207,Kredi,76306.18,35765.45,2025-07-18,2025-07-26,Business,ziraat
ziraat_CARD_CUST_0349_3,ziraat_207,Kredi,77723.67,4390.25,2025-07-05,2025-07-24,Gold,ziraat
ziraat_CARD_CUST_0349_4,ziraat_207,Banka,64389.78,13196.58,2025-07-15,2025-07-21,Gold,ziraat
ziraat_CARD_CUST_0350_3,ziraat_208,Kredi,44343.89,54808.17,2025-07-14,2025-07-31,Classic,ziraat
ziraat_CARD_CUST_0351_1,ziraat_209,Banka,26096.99,1167.37,2025-07-13,2025-07-29,Classic,ziraat
ziraat_CARD_CUST_0352_3,ziraat_210,Banka,51195.97,8247.17,2025-07-18,2025-07-16,Black,ziraat
ziraat_CARD_CUST_0353_1,ziraat_211,Banka,41175.67,12926.26,2025-07-11,2025-08-02,Platinum,ziraat
ziraat_CARD_CUST_0354_2,ziraat_212,Kredi,46967.65,11244.54,2025-07-02,2025-07-15,Gold,ziraat
ziraat_CARD_CUST_0355_1,ziraat_213,Kredi,28077.46,36394.41,2025-07-14,2025-07-29,Business,ziraat
ziraat_CARD_CUST_0355_2,ziraat_213,Banka,63041.13,19222.13,2025-07-09,2025-07-16,Black,ziraat
ziraat_CARD_CUST_0355_3,ziraat_213,Banka,31550.92,21783.15,2025-07-01,2025-07-26,Platinum,ziraat
ziraat_CARD_CUST_0356_3,ziraat_214,Kredi,53978.21,18287.09,2025-07-15,2025-07-21,Classic,ziraat
ziraat_CARD_CUST_0359_1,ziraat_216,Kredi,48415.24,40399.12,2025-07-08,2025-07-21,Black,ziraat
ziraat_CARD_CUST_0360_1,ziraat_217,Banka,22662.55,52461.69,2025-07-08,2025-07-19,Gold,ziraat
ziraat_CARD_CUST_0360_2,ziraat_217,Kredi,52452.5,30199.5,2025-07-15,2025-08-02,Classic,ziraat
ziraat_CARD_CUST_0360_3,ziraat_217,Kredi,73299.63,36102.19,2025-07-15,2025-07-15,Business,ziraat
ziraat_CARD_CUST_0364_1,ziraat_220,Kredi,18531.01,11848.58,2025-07-16,2025-07-18,Gold,ziraat
ziraat_CARD_CUST_0364_2,ziraat_220,Kredi,62470.59,2397.1,2025-07-14,2025-08-03,Classic,ziraat
ziraat_CARD_CUST_0366_2,ziraat_221,Kredi,53083.31,56806.77,2025-07-15,2025-07-22,Classic,ziraat
ziraat_CARD_CUST_0368_1,ziraat_223,Kredi,60131.43,56817.22,2025-07-09,2025-07-16,Platinum,ziraat
ziraat_CARD_CUST_0369_1,ziraat_224,Banka,5635.15,61105.96,2025-07-07,2025-07-27,Classic,ziraat
ziraat_CARD_CUST_0369_2,ziraat_224,Banka,61712.68,50715.33,2025-07-15,2025-07-11,Gold,ziraat
ziraat_CARD_CUST_0369_3,ziraat_224,Kredi,4150.26,62854.61,2025-07-12,2025-07-12,Black,ziraat
ziraat_CARD_CUST_0371_1,ziraat_225,Kredi,39789.82,52535.96,2025-07-15,2025-07-28,Gold,ziraat
ziraat_CARD_CUST_0371_2,ziraat_225,Kredi,42634.52,56478.6,2025-07-16,2025-07-14,Gold,ziraat
ziraat_CARD_CUST_0371_3,ziraat_225,Kredi,60225.26,50350.13,2025-07-02,2025-07-21,Business,ziraat
ziraat_CARD_CUST_0374_2,ziraat_227,Banka,7860.07,25896.85,2025-07-17,2025-07-19,Business,ziraat
ziraat_CARD_CUST_0381_2,ziraat_232,Kredi,32375.63,62432.61,2025-07-18,2025-07-15,Black,ziraat
ziraat_CARD_CUST_0382_2,ziraat_233,Banka,7362.24,7810.71,2025-07-15,2025-07-14,Platinum,ziraat
ziraat_CARD_CUST_0387_3,ziraat_235,Banka,61117.36,67171.93,2025-07-13,2025-07-25,Classic,ziraat
ziraat_CARD_CUST_0393_1,ziraat_237,Banka,36173.91,53623.38,2025-07-05,2025-07-25,Black,ziraat
ziraat_CARD_CUST_0393_2,ziraat_237,Kredi,53958.66,22032.86,2025-07-03,2025-07-30,Platinum,ziraat
ziraat_CARD_CUST_0393_3,ziraat_237,Kredi,46879.02,61379.82,2025-07-08,2025-07-22,Gold,ziraat
ziraat_CARD_CUST_0394_2,ziraat_238,Kredi,43792.44,51261.43,2025-07-03,2025-07-21,Gold,ziraat
ziraat_CARD_CUST_0396_2,ziraat_239,Kredi,3133.13,68966.45,2025-07-13,2025-07-14,Classic,ziraat
ziraat_CARD_CUST_0397_1,ziraat_240,Banka,69170.61,66921.96,2025-07-17,2025-07-21,Business,ziraat
ziraat_CARD_CUST_0397_2,ziraat_240,Banka,16997.58,15676.98,2025-07-16,2025-07-28,Classic,ziraat
ziraat_CARD_CUST_0399_2,ziraat_241,Banka,65439.87,63721.93,2025-07-09,2025-07-21,Business,ziraat
ziraat_CARD_CUST_0402_4,ziraat_244,Kredi,57980.66,34921.63,2025-07-17,2025-07-22,Classic,ziraat
ziraat_CARD_CUST_0404_4,ziraat_245,Kredi,8430.38,8449.44,2025-07-18,2025-07-20,Black,ziraat
ziraat_CARD_CUST_0410_1,ziraat_247,Kredi,68989.23,53471.25,2025-07-13,2025-07-18,Business,ziraat
ziraat_CARD_CUST_0410_2,ziraat_247,Kredi,4524.09,57767.89,2025-07-13,2025-07-30,Business,ziraat
ziraat_CARD_CUST_0412_1,ziraat_248,Banka,35427.83,29531.93,2025-07-15,2025-07-29,Black,ziraat
ziraat_CARD_CUST_0413_2,ziraat_249,Banka,19440.55,10322.54,2025-07-09,2025-07-22,Business,ziraat
ziraat_CARD_CUST_0415_2,ziraat_251,Banka,50988.84,22427.25,2025-07-13,2025-07-23,Black,ziraat
ziraat_CARD_CUST_0419_1,ziraat_253,Kredi,77041.28,22788.55,2025-07-16,2025-07-24,Platinum,ziraat
ziraat_CARD_CUST_0419_2,ziraat_253,Banka,4228.58,62427.82,2025-07-13,2025-07-29,Gold,ziraat
ziraat_CARD_CUST_0420_2,ziraat_254,Banka,23259.73,69732.7,2025-07-11,2025-07-30,Classic,ziraat
ziraat_CARD_CUST_0422_2,ziraat_255,Banka,69333.89,62759.43,2025-07-17,2025-07-11,Gold,ziraat
ziraat_CARD_CUST_0425_2,ziraat_256,Kredi,68343.46,53061.89,2025-07-08,2025-07-19,Gold,ziraat
ziraat_CARD_CUST_0427_2,ziraat_258,Banka,56751.85,42582.73,2025-07-08,2025-07-09,Business,ziraat
ziraat_CARD_CUST_0432_1,ziraat_261,Kredi,57524.08,42852.4,2025-07-14,2025-07-26,Black,ziraat
ziraat_CARD_CUST_0432_2,ziraat_261,Banka,71572.89,22285.47,2025-07-16,2025-07-23,Black,ziraat
ziraat_CARD_CUST_0434_1,ziraat_263,Kredi,28195.51,57826.16,2025-07-14,2025-08-02,Business,ziraat
ziraat_CARD_CUST_0435_1,ziraat_264,Kredi,63884.62,29897.9,2025-07-02,2025-07-12,Platinum,ziraat
ziraat_CARD_CUST_0437_1,ziraat_265,Banka,27949.09,53076.15,2025-07-14,2025-07-17,Business,ziraat
ziraat_CARD_CUST_0438_1,ziraat_266,Kredi,43400.31,45106.4,2025-07-08,2025-07-26,Gold,ziraat
ziraat_CARD_CUST_0438_3,ziraat_266,Kredi,21423.43,45310.72,2025-07-16,2025-07-06,Classic,ziraat
ziraat_CARD_CUST_0442_1,ziraat_267,Kredi,69247.57,14841.51,2025-07-07,2025-07-26,Platinum,ziraat
ziraat_CARD_CUST_0442_2,ziraat_267,Banka,78785.67,42326,2025-07-17,2025-07-27,Black,ziraat
ziraat_CARD_CUST_0442_3,ziraat_267,Banka,46183.9,20331.3,2025-07-06,2025-07-25,Classic,ziraat
ziraat_CARD_CUST_0448_1,ziraat_270,Banka,9656.31,18097.42,2025-07-05,2025-07-13,Platinum,ziraat
ziraat_CARD_CUST_0450_1,ziraat_271,Banka,12002.94,51363.9,2025-07-11,2025-07-23,Business,ziraat
ziraat_CARD_CUST_0450_2,ziraat_271,Banka,43280.32,57445.58,2025-07-16,2025-07-21,Business,ziraat
ziraat_CARD_CUST_0450_3,ziraat_271,Banka,60736.63,48302.17,2025-07-18,2025-07-21,Gold,ziraat
ziraat_CARD_CUST_0450_4,ziraat_271,Banka,14988.99,48729.03,2025-07-08,2025-07-28,Classic,ziraat
ziraat_CARD_CUST_0455_1,ziraat_274,Banka,64700.69,37728.57,2025-07-17,2025-07-17,Platinum,ziraat
ziraat_CARD_CUST_0455_2,ziraat_274,Kredi,56762.68,34631.38,2025-07-09,2025-07-21,Platinum,ziraat
ziraat_CARD_CUST_0455_3,ziraat_274,Kredi,6065.87,42277.86,2025-07-05,2025-08-05,Classic,ziraat
ziraat_CARD_CUST_0457_3,ziraat_275,Kredi,23233.72,66432.01,2025-07-07,2025-07-18,Black,ziraat
ziraat_CARD_CUST_0458_3,ziraat_276,Kredi,77756.63,46110.26,2025-07-18,2025-07-30,Classic,ziraat
ziraat_CARD_CUST_0464_3,ziraat_279,Banka,31874.89,27718.3,2025-07-04,2025-07-20,Business,ziraat
ziraat_CARD_CUST_0465_1,ziraat_280,Banka,3251.56,13630.5,2025-07-15,2025-07-22,Black,ziraat
ziraat_CARD_CUST_0465_2,ziraat_280,Banka,74975.83,38769.77,2025-07-01,2025-07-20,Business,ziraat
ziraat_CARD_CUST_0469_1,ziraat_281,Banka,4773.05,53671.38,2025-07-10,2025-07-23,Black,ziraat
ziraat_CARD_CUST_0470_1,ziraat_282,Banka,15965.39,28578.44,2025-07-08,2025-07-25,Platinum,ziraat
ziraat_CARD_CUST_0472_2,ziraat_283,Banka,31072.03,53369.36,2025-07-02,2025-07-15,Gold,ziraat
ziraat_CARD_CUST_0473_2,ziraat_284,Kredi,43079.11,16611.19,2025-07-08,2025-07-20,Business,ziraat
ziraat_CARD_CUST_0473_3,ziraat_284,Kredi,47090.9,54925.5,2025-07-12,2025-07-20,Platinum,ziraat
ziraat_CARD_CUST_0477_1,ziraat_285,Banka,15850.96,60125.91,2025-07-12,2025-07-21,Classic,ziraat
ziraat_CARD_CUST_0477_2,ziraat_285,Kredi,8653.11,69632.66,2025-07-15,2025-07-20,Classic,ziraat
ziraat_CARD_CUST_0477_3,ziraat_285,Banka,32458.07,21316.5,2025-07-16,2025-07-21,Platinum,ziraat
ziraat_CARD_CUST_0477_4,ziraat_285,Banka,18300.12,1614.89,2025-07-02,2025-08-03,Gold,ziraat
ziraat_CARD_CUST_0480_2,ziraat_286,Kredi,42232.02,44331.88,2025-07-09,2025-08-01,Classic,ziraat
ziraat_CARD_CUST_0480_3,ziraat_286,Banka,34062.73,55996.53,2025-07-04,2025-08-01,Platinum,ziraat
ziraat_CARD_CUST_0481_1,ziraat_287,Banka,61403.92,30621.87,2025-07-05,2025-07-07,Business,ziraat
ziraat_CARD_CUST_0483_1,ziraat_288,Banka,63599.94,15727.06,2025-07-09,2025-07-11,Black,ziraat
ziraat_CARD_CUST_0483_2,ziraat_288,Kredi,9157.65,32442.64,2025-07-01,2025-07-30,Business,ziraat
ziraat_CARD_CUST_0484_1,ziraat_289,Banka,51627.39,23194.05,2025-07-11,2025-07-13,Business,ziraat
ziraat_CARD_CUST_0484_2,ziraat_289,Banka,65076.55,54591.58,2025-07-08,2025-07-25,Gold,ziraat
ziraat_CARD_CUST_0484_3,ziraat_289,Kredi,36408.25,19417.1,2025-07-14,2025-07-31,Black,ziraat
ziraat_CARD_CUST_0484_4,ziraat_289,Banka,6949.07,41622.65,2025-07-03,2025-07-15,Classic,ziraat
ziraat_CARD_CUST_0486_2,ziraat_291,Banka,65759.68,11206.19,2025-07-18,2025-07-21,Classic,ziraat
ziraat_CARD_CUST_0493_1,ziraat_294,Banka,53697.17,67085.53,2025-07-04,2025-07-22,Classic,ziraat
ziraat_CARD_CUST_0497_2,ziraat_296,Kredi,36110.83,67125.3,2025-07-12,2025-07-24,Business,ziraat
ziraat_CARD_CUST_0497_3,ziraat_296,Banka,4258.44,60863.94,2025-07-18,2025-07-28,Business,ziraat
ziraat_CARD_CUST_0499_1,ziraat_297,Banka,16014.74,20816.01,2025-07-05,2025-07-19,Black,ziraat
