card_id,bank_customer_id,card_type,card_limit,available_limit,statement_date,due_date,card_provider,bank_id
yapikredi_CARD_CUST_0390_2,yapikredi_218,Kredi,25853.07,67539.04,2025-07-08,2025-07-25,Black,yapikredi
yapikredi_CARD_CUST_0390_3,yapikredi_218,Banka,45836.82,69886.9,2025-07-04,2025-07-26,Black,yapikredi
yapikredi_CARD_CUST_0390_4,yapikredi_218,Kredi,68288.67,40872.25,2025-07-05,2025-08-04,Platinum,yapikredi
yapikredi_CARD_CUST_0391_1,yapikredi_219,Banka,72304.07,65616.09,2025-07-02,2025-07-21,Business,yapikredi
yapikredi_CARD_CUST_0391_2,yapikredi_219,Banka,8932.11,48677.33,2025-07-14,2025-07-25,Gold,yapikredi
yapikredi_CARD_CUST_0391_3,yapikredi_219,Kredi,10439.85,64264.82,2025-07-13,2025-07-30,Business,yapikredi
yapikredi_CARD_CUST_0391_4,yapikredi_219,Banka,11070.19,57927.42,2025-07-15,2025-07-19,Platinum,yapikredi
yapikredi_CARD_CUST_0394_1,yapikredi_221,Kredi,57832.76,25405.29,2025-07-14,2025-07-10,Classic,yapikredi
yapikredi_CARD_CUST_0394_3,yapikredi_221,Kredi,67351.93,2549.39,2025-07-15,2025-07-27,Classic,yapikredi
yapikredi_CARD_CUST_0394_4,yapikredi_221,Banka,9861.14,66257.23,2025-07-09,2025-08-04,Black,yapikredi
yapikredi_CARD_CUST_0395_1,yapikredi_222,Kredi,26962.04,12830.06,2025-07-17,2025-07-19,Platinum,yapikredi
yapikredi_CARD_CUST_0398_2,yapikredi_223,Banka,55593.47,41512.39,2025-07-03,2025-07-12,Classic,yapikredi
yapikredi_CARD_CUST_0402_1,yapikredi_224,Banka,77242.41,4144.25,2025-07-14,2025-07-25,Business,yapikredi
yapikredi_CARD_CUST_0402_2,yapikredi_224,Kredi,42173.41,47838.77,2025-07-13,2025-07-13,Gold,yapikredi
yapikredi_CARD_CUST_0403_1,yapikredi_225,Kredi,72638.48,46341.8,2025-07-08,2025-07-20,Gold,yapikredi
yapikredi_CARD_CUST_0405_1,yapikredi_226,Banka,76559.42,50194.12,2025-07-01,2025-07-21,Platinum,yapikredi
yapikredi_CARD_CUST_0407_1,yapikredi_227,Kredi,62178.29,50881.26,2025-07-01,2025-07-24,Business,yapikredi
yapikredi_CARD_CUST_0407_2,yapikredi_227,Kredi,76041.38,24223.65,2025-07-12,2025-07-28,Gold,yapikredi
yapikredi_CARD_CUST_0407_3,yapikredi_227,Banka,38576.73,63158.62,2025-07-06,2025-07-19,Black,yapikredi
yapikredi_CARD_CUST_0407_4,yapikredi_227,Banka,14788.51,20780.49,2025-07-16,2025-07-15,Gold,yapikredi
yapikredi_CARD_CUST_0408_1,yapikredi_228,Banka,4948.84,31116.87,2025-07-04,2025-07-14,Business,yapikredi
yapikredi_CARD_CUST_0408_2,yapikredi_228,Banka,45877.69,10463.76,2025-07-08,2025-07-28,Classic,yapikredi
yapikredi_CARD_CUST_0409_1,yapikredi_229,Kredi,50631.14,12309.11,2025-07-16,2025-07-26,Platinum,yapikredi
yapikredi_CARD_CUST_0411_2,yapikredi_231,Kredi,25088.49,51303.01,2025-07-02,2025-07-24,Platinum,yapikredi
yapikredi_CARD_CUST_0413_1,yapikredi_233,Banka,72327.28,38600.28,2025-07-10,2025-07-26,Platinum,yapikredi
yapikredi_CARD_CUST_0413_3,yapikredi_233,Banka,26124.66,58385.71,2025-07-04,2025-07-23,Classic,yapikredi
yapikredi_CARD_CUST_0413_4,yapikredi_233,Kredi,19722.72,38842.67,2025-07-11,2025-07-19,Black,yapikredi
yapikredi_CARD_CUST_0416_1,yapikredi_234,Kredi,72362.91,11065.17,2025-07-03,2025-07-25,Classic,yapikredi
yapikredi_CARD_CUST_0417_2,yapikredi_235,Banka,74682.55,41149.94,2025-07-01,2025-07-27,Black,yapikredi
yapikredi_CARD_CUST_0420_1,yapikredi_238,Kredi,40699.9,63454.26,2025-07-14,2025-07-18,Gold,yapikredi
yapikredi_CARD_CUST_0421_2,yapikredi_239,Banka,32261.3,3000.83,2025-07-07,2025-07-14,Black,yapikredi
yapikredi_CARD_CUST_0423_4,yapikredi_240,Kredi,6849.89,6019.13,2025-07-07,2025-07-16,Business,yapikredi
yapikredi_CARD_CUST_0424_2,yapikredi_241,Kredi,37073.76,35777.12,2025-07-11,2025-07-21,Gold,yapikredi
yapikredi_CARD_CUST_0425_1,yapikredi_242,Kredi,56897.46,49349.33,2025-07-04,2025-07-22,Gold,yapikredi
yapikredi_CARD_CUST_0429_1,yapikredi_244,Banka,28973.27,2006.81,2025-07-10,2025-07-23,Gold,yapikredi
yapikredi_CARD_CUST_0435_3,yapikredi_248,Kredi,31384.64,54417.88,2025-07-05,2025-07-19,Black,yapikredi
yapikredi_CARD_CUST_0435_4,yapikredi_248,Banka,45755.36,41772.23,2025-07-01,2025-07-27,Classic,yapikredi
yapikredi_CARD_CUST_0440_4,yapikredi_249,Banka,33232.7,45707.15,2025-07-18,2025-07-28,Classic,yapikredi
yapikredi_CARD_CUST_0441_1,yapikredi_250,Banka,18753.43,8332.2,2025-07-05,2025-07-22,Classic,yapikredi
yapikredi_CARD_CUST_0441_2,yapikredi_250,Kredi,18410.98,40129.38,2025-07-07,2025-07-26,Gold,yapikredi
yapikredi_CARD_CUST_0441_3,yapikredi_250,Banka,30792.25,4278.55,2025-07-13,2025-07-13,Business,yapikredi
yapikredi_CARD_CUST_0444_1,yapikredi_251,Kredi,12265.03,44751.33,2025-07-12,2025-07-10,Black,yapikredi
yapikredi_CARD_CUST_0444_2,yapikredi_251,Kredi,4104.49,6483.62,2025-07-14,2025-07-28,Black,yapikredi
yapikredi_CARD_CUST_0445_2,yapikredi_252,Banka,5302.15,35070.93,2025-07-13,2025-07-28,Black,yapikredi
yapikredi_CARD_CUST_0445_3,yapikredi_252,Kredi,77913.85,40584.87,2025-07-15,2025-07-07,Classic,yapikredi
yapikredi_CARD_CUST_0446_2,yapikredi_253,Banka,46038.72,49354.81,2025-07-11,2025-07-25,Classic,yapikredi
yapikredi_CARD_CUST_0451_1,yapikredi_256,Banka,21621.17,28725.33,2025-07-16,2025-07-22,Business,yapikredi
yapikredi_CARD_CUST_0451_3,yapikredi_256,Banka,12322.82,13407.13,2025-07-18,2025-07-23,Classic,yapikredi
yapikredi_CARD_CUST_0454_2,yapikredi_259,Banka,5644.35,22032.04,2025-07-18,2025-08-06,Gold,yapikredi
yapikredi_CARD_CUST_0456_1,yapikredi_260,Kredi,32822.38,52244.89,2025-07-17,2025-07-17,Black,yapikredi
yapikredi_CARD_CUST_0456_3,yapikredi_260,Banka,65248.23,66388.86,2025-07-08,2025-07-26,Classic,yapikredi
yapikredi_CARD_CUST_0458_2,yapikredi_261,Banka,53809.37,38441.36,2025-07-09,2025-07-28,Black,yapikredi
yapikredi_CARD_CUST_0459_1,yapikredi_262,Banka,3861.91,4669.58,2025-07-14,2025-07-06,Classic,yapikredi
yapikredi_CARD_CUST_0459_2,yapikredi_262,Banka,48089.11,1115.6,2025-07-03,2025-07-23,Platinum,yapikredi
yapikredi_CARD_CUST_0460_1,yapikredi_263,Kredi,69311.28,5225.58,2025-07-13,2025-07-09,Business,yapikredi
yapikredi_CARD_CUST_0460_4,yapikredi_263,Banka,5130.22,47180.09,2025-07-09,2025-07-23,Black,yapikredi
yapikredi_CARD_CUST_0463_1,yapikredi_264,Banka,48771.4,16335.03,2025-07-18,2025-07-29,Gold,yapikredi
yapikredi_CARD_CUST_0463_3,yapikredi_264,Banka,24446.2,42044.36,2025-07-12,2025-07-24,Business,yapikredi
yapikredi_CARD_CUST_0463_4,yapikredi_264,Kredi,64772.82,48339.09,2025-07-08,2025-07-20,Platinum,yapikredi
yapikredi_CARD_CUST_0464_1,yapikredi_265,Kredi,12025.23,50730.61,2025-07-09,2025-07-16,Gold,yapikredi
yapikredi_CARD_CUST_0464_4,yapikredi_265,Banka,44380.46,10670.62,2025-07-01,2025-07-18,Platinum,yapikredi
yapikredi_CARD_CUST_0467_2,yapikredi_266,Banka,74444.57,25071.82,2025-07-04,2025-07-27,Gold,yapikredi
yapikredi_CARD_CUST_0467_3,yapikredi_266,Kredi,45635.69,22511.89,2025-07-03,2025-07-22,Gold,yapikredi
yapikredi_CARD_CUST_0468_3,yapikredi_267,Kredi,21385.35,21940.35,2025-07-05,2025-07-31,Black,yapikredi
yapikredi_CARD_CUST_0470_2,yapikredi_268,Banka,34192.88,17789.21,2025-07-18,2025-07-24,Gold,yapikredi
yapikredi_CARD_CUST_0471_1,yapikredi_269,Kredi,52701.75,4996.3,2025-07-09,2025-07-21,Black,yapikredi
yapikredi_CARD_CUST_0476_3,yapikredi_271,Banka,43724.77,34551.98,2025-07-01,2025-07-22,Business,yapikredi
yapikredi_CARD_CUST_0476_4,yapikredi_271,Banka,71437.04,32930.1,2025-07-13,2025-07-17,Business,yapikredi
yapikredi_CARD_CUST_0479_1,yapikredi_273,Banka,31800.74,24863.58,2025-07-17,2025-07-21,Black,yapikredi
yapikredi_CARD_CUST_0479_2,yapikredi_273,Kredi,49064.21,25156.82,2025-07-04,2025-08-04,Classic,yapikredi
yapikredi_CARD_CUST_0482_1,yapikredi_274,Kredi,17976,40065.99,2025-07-18,2025-08-02,Gold,yapikredi
yapikredi_CARD_CUST_0482_2,yapikredi_274,Banka,45123.31,18232.78,2025-07-09,2025-07-26,Classic,yapikredi
yapikredi_CARD_CUST_0485_2,yapikredi_276,Banka,34773.67,28289.62,2025-07-12,2025-07-27,Platinum,yapikredi
yapikredi_CARD_CUST_0488_1,yapikredi_278,Kredi,44608.52,34739.07,2025-07-13,2025-07-11,Gold,yapikredi
yapikredi_CARD_CUST_0489_1,yapikredi_279,Kredi,6113.1,62555.14,2025-07-17,2025-07-25,Classic,yapikredi
yapikredi_CARD_CUST_0489_2,yapikredi_279,Kredi,79716.3,6223.03,2025-07-10,2025-07-16,Business,yapikredi
yapikredi_CARD_CUST_0489_3,yapikredi_279,Kredi,66250.09,13861.25,2025-07-01,2025-07-20,Black,yapikredi
yapikredi_CARD_CUST_0492_1,yapikredi_281,Banka,75182.59,15079.15,2025-07-02,2025-07-27,Classic,yapikredi
yapikredi_CARD_CUST_0492_2,yapikredi_281,Banka,15052.88,13808.46,2025-07-13,2025-07-20,Classic,yapikredi
yapikredi_CARD_CUST_0495_1,yapikredi_284,Kredi,19251.76,23610,2025-07-01,2025-07-26,Business,yapikredi
yapikredi_CARD_CUST_0497_4,yapikredi_285,Kredi,41240.94,40822.25,2025-07-17,2025-07-20,Classic,yapikredi
yapikredi_CARD_CUST_0498_1,yapikredi_286,Banka,16647.23,46099.13,2025-07-13,2025-07-19,Black,yapikredi
yapikredi_CARD_CUST_0500_1,yapikredi_288,Kredi,8869.38,11312.02,2025-07-08,2025-07-14,Classic,yapikredi
